Kind,Name,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgEssentialStrictModified,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclFileCode,CountDeclFileHeader,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariableInternal,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariableProtectedInternal,CountDeclInstanceVariablePublic,CountDeclLibunit,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodDefault,CountDeclMethodFriend,CountDeclMethodInternal,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodProtectedInternal,CountDeclMethodPublic,CountDeclMethodStrictPrivate,CountDeclMethodStrictPublished,CountDeclModule,CountDeclProgunit,CountDeclSubprogram,CountInput,CountLine,CountLine_Html,CountLine_Javascript,CountLine_Php,CountLineBlank,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode,CountLineCode_Javascript,CountLineCode_Php,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountLineInactive,CountLinePreprocessor,CountOutput,CountPackageCoupled,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtEmpty,CountStmtExe,CountStmtExe_Javascript,CountStmtExe_Php,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,EssentialStrictModified,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxEssentialStrictModified,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,SumEssentialStrictModified
Function,"Java_io_realm_internal_Table_nativeMoveLastOver",,,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,9,,,,0,,,,9,,,2,5,0,,,,0,0,6,,5,6,7,0,,,0,7,,,5,5,5,1,,7,,,,,0,,,1,0,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeNullifyLink",,,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,9,,,,0,,,,9,,,2,5,0,,,,0,0,6,,5,6,7,0,,,0,7,,,5,5,5,1,,7,,,,,0,,,1,0,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeOptimize",,,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,,,,0,,,,9,,,2,5,0,,,,0,0,6,,5,6,7,0,,,0,7,,,5,5,5,1,,7,,,,,0,,,1,0,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativePivot",,,,1,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,31,,,,1,,,,30,,,4,25,0,,,,0,0,5,,21,20,26,2,,,0,24,,,9,5,9,6,,26,,,,,20,,,1,20,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeRemove",,,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,9,,,,0,,,,9,,,2,5,0,,,,0,0,6,,5,6,7,0,,,0,7,,,5,5,5,1,,7,,,,,0,,,1,0,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeRemoveColumn",,,,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,13,,,,0,,,,13,,,2,8,0,,,,0,0,7,,6,8,10,0,,,0,10,,,6,6,6,3,,8,,,,,2,,,1,2,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeRemoveLast",,,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,,,,0,,,,9,,,2,5,0,,,,0,0,6,,5,6,7,0,,,0,7,,,5,5,5,1,,7,,,,,0,,,1,0,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeRenameColumn",,,,0,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,14,,,,0,,,,14,,,3,8,1,,,,0,0,8,,6,9,11,1,,,0,10,,,6,6,6,3,,8,,,,,2,,,1,2,,0.07,,,,,
Function,"Java_io_realm_internal_Table_nativeRowToString",,,,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,14,,,,0,,,,14,,,5,9,0,,,,0,0,8,,5,11,12,3,,,0,9,,,5,5,5,5,,7,,,,,7,,,1,7,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeSetBoolean",,,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,9,,,,0,,,,9,,,2,5,0,,,,0,0,6,,5,6,7,0,,,0,7,,,6,6,6,1,,7,,,,,0,,,1,0,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeSetByteArray",,,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,9,,,,0,,,,9,,,2,5,0,,,,0,0,6,,5,6,7,0,,,0,7,,,5,5,5,1,,7,,,,,0,,,1,0,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeSetDate",,,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,9,,,,0,,,,9,,,2,5,0,,,,0,0,6,,5,6,7,0,,,0,7,,,5,5,5,1,,7,,,,,0,,,1,0,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeSetDouble",,,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,9,,,,0,,,,9,,,2,5,0,,,,0,0,6,,5,6,7,0,,,0,7,,,5,5,5,1,,7,,,,,0,,,1,0,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeSetFloat",,,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,9,,,,0,,,,9,,,2,5,0,,,,0,0,6,,5,6,7,0,,,0,7,,,5,5,5,1,,7,,,,,0,,,1,0,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeSetIndex",,,,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,14,,,,0,,,,14,,,3,9,0,,,,0,0,7,,6,9,11,1,,,0,10,,,6,6,6,3,,8,,,,,2,,,1,2,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeSetLink",,,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,9,,,,0,,,,9,,,2,5,0,,,,0,0,6,,5,6,7,0,,,0,7,,,5,5,5,1,,7,,,,,0,,,1,0,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeSetLong",,,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,9,,,,0,,,,9,,,2,5,0,,,,0,0,6,,5,6,7,0,,,0,7,,,5,5,5,1,,7,,,,,0,,,1,0,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeSetMixed",,,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,9,,,,0,,,,9,,,2,5,0,,,,0,0,6,,5,6,7,0,,,0,7,,,5,5,5,1,,7,,,,,0,,,1,0,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeSetString",,,,0,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,,,,0,,,,10,,,3,5,1,,,,0,0,7,,5,7,8,1,,,0,7,,,5,5,5,1,,7,,,,,0,,,1,0,,0.10,,,,,
Function,"Java_io_realm_internal_Table_nativeSize",,,,0,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,0,,,,7,,,2,3,1,,,,0,0,3,,2,2,3,0,,,0,3,,,2,2,2,1,,1,,,,,0,,,1,0,,0.14,,,,,
Function,"Java_io_realm_internal_Table_nativeSumDouble",,,,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10,,,,0,,,,10,,,2,6,0,,,,0,0,6,,5,7,8,0,,,0,8,,,5,5,5,5,,7,,,,,7,,,1,7,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeSumFloat",,,,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10,,,,0,,,,10,,,2,6,0,,,,0,0,6,,5,7,8,0,,,0,8,,,5,5,5,5,,7,,,,,7,,,1,7,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeSumInt",,,,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10,,,,0,,,,10,,,2,6,0,,,,0,0,6,,5,7,8,0,,,0,8,,,5,5,5,5,,7,,,,,7,,,1,7,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeToJson",,,,1,15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,17,,,,1,,,,15,,,5,10,2,,,,0,0,9,,5,12,13,3,,,0,10,,,5,5,5,5,,7,,,,,7,,,1,7,,0.13,,,,,
Function,"Java_io_realm_internal_Table_nativeToString",,,,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,14,,,,0,,,,14,,,5,9,0,,,,0,0,8,,5,11,12,3,,,0,9,,,5,5,5,5,,7,,,,,7,,,1,7,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeUpdateFromSpec",,,,0,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,17,,,,0,,,,17,,,4,11,1,,,,0,0,9,,12,12,15,2,,,1,12,,,7,7,7,3,,9,,,,,2,,,1,2,,0.06,,,,,
Function,"Java_io_realm_internal_Table_nativeUpperBoundInt",,,,1,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,12,,,,1,,,,11,,,3,7,0,,,,0,0,6,,5,8,9,1,,,0,8,,,5,5,5,5,,7,,,,,7,,,1,7,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeWhere",,,,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,,,,0,,,,12,,,4,8,0,,,,0,0,7,,5,9,10,2,,,0,8,,,5,5,5,5,,7,,,,,7,,,1,7,,0.00,,,,,
Function,"Java_io_realm_internal_Util_nativeGetMemUsage",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,,,,0,,,,4,,,1,1,0,,,,0,0,2,,1,1,1,0,,,0,1,,,1,1,1,1,,0,,,,,0,,,0,0,,0.00,,,,,
Function,"Java_io_realm_internal_Util_nativeSetDebugLevel",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,0,,,,4,,,1,1,0,,,,0,0,2,,1,1,1,0,,,0,1,,,1,1,1,1,,0,,,,,0,,,0,0,,0.00,,,,,
Function,"Java_io_realm_internal_Util_nativeTestcase",,,,1,82,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,83,,,,1,,,,82,,,3,75,0,,,,0,0,4,,58,46,76,1,,,0,75,,,30,17,30,1,,92,,,,,0,,,2,0,,0.00,,,,,
Function,"Java_io_realm_internal_Version_nativeGetAPIVersion",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,0,,,,4,,,1,1,0,,,,0,0,1,,1,1,1,0,,,0,1,,,1,1,1,1,,0,,,,,0,,,0,0,,0.00,,,,,
Function,"Java_io_realm_internal_Version_nativeGetVersion",,,,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,,,,0,,,,8,,,1,4,0,,,,0,0,6,,4,7,7,0,,,1,6,,,4,4,4,4,,6,,,,,6,,,0,6,,0.00,,,,,
Function,"Java_io_realm_internal_Version_nativeHasFeature",,,,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,15,,,,0,,,,15,,,1,10,0,,,,0,0,4,,3,6,9,0,,,0,9,,,3,2,3,1,,3,,,,,0,,,1,0,,0.00,,,,,
Function,"Java_io_realm_internal_Version_nativeIsAtLeast",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,,,,0,,,,5,,,2,1,0,,,,0,0,2,,1,1,1,0,,,0,1,,,1,1,1,1,,0,,,,,0,,,0,0,,0.00,,,,,
Struct,"JcharTraits",0,1,0,0,4,0,1,1,1,1,,1,0,1,0,0,0,0,,2,0,,,,,0,0,,0,0,,0,,2,2,0,,0,,0,0,,2,,,,,,,4,,,,0,,,,4,,,3,2,0,,,,0,0,,,,,4,2,,,0,2,,,,,,,,,1,1,1,1,,,0,,,0,0.00,2,2,2,2,
Public Static Function,"JcharTraits::to_char_type",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,0,,,,1,,,1,1,0,,,,0,0,1,,1,1,1,0,,,0,1,,,1,1,1,1,,0,,,,,0,,,0,0,,0.00,,,,,
Public Static Function,"JcharTraits::to_int_type",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,0,,,,1,,,1,1,0,,,,0,0,1,,1,1,1,0,,,0,1,,,1,1,1,1,,0,,,,,0,,,0,0,,0.00,,,,,
Class,"KeyBuffer",0,8,0,3,31,0,1,1,1,1,,8,0,5,0,0,0,0,,0,0,,,,,3,3,,3,0,,0,,3,3,1,,0,,0,0,,3,,,,,,,34,,,,3,,,,23,,,11,6,0,,,,5,3,,,,,11,6,,,0,5,,,,,,,,,2,2,2,1,,,0,,,22,0.00,5,5,5,3,
Public Function,"KeyBuffer::KeyBuffer",,,,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,17,,,,0,,,,9,,,5,3,0,,,,5,3,5,,2,1,2,0,,,0,2,,,2,2,2,1,,0,,,,,0,,,1,0,,0.00,,,,,
Public Const Function,"KeyBuffer::data",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,0,0,1,,1,1,1,0,,,0,1,,,1,1,1,1,,0,,,,,0,,,0,0,,0.00,,,,,
Public Function,"KeyBuffer::~KeyBuffer",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,,,,0,,,,4,,,1,2,0,,,,0,0,2,,2,1,2,0,,,0,2,,,2,2,2,1,,0,,,,,0,,,1,0,,0.00,,,,,
File,"KillableThread.java",,,,,,,1,1,1,1,,1,0,1,0,,,,1,0,0,,,,1,1,0,,,,,,,1,,,0,,,0,0,,1,,,,,,,23,,,,4,,,,4,,,3,0,15,,,,,,,,,2,3,3,,,,0,,,,,,,,,1,1,1,1,,,,0,,,3.75,1,1,1,1,
File,"KillableThread.java",,,,,,,1,1,1,1,,1,0,1,0,,,,1,0,0,,,,1,1,0,,,,,,,1,,,0,,,0,0,,1,,,,,,,23,,,,4,,,,4,,,3,0,15,,,,,,,,,2,3,3,,,,0,,,,,,,,,1,1,1,1,,,,0,,,3.75,1,1,1,1,
File,"LinkView.java",,,,,,,1,1,1,1,,4,0,3,0,,,,1,0,0,,,,24,12,4,,,,,,,12,,,0,,,0,0,,12,,,,,,,99,,,,17,,,,66,,,32,22,16,,,,,,,,,37,51,32,,,,19,,,,,,,,,2,2,2,1,,,,1,,,0.24,13,13,13,12,
File,"MainActivity.java",,,,,,,1,1,1,1,,7,0,7,0,,,,2,0,0,,,,4,4,3,,,,,,,4,,,0,,,0,1,,3,,,,,,,68,,,,11,,,,41,,,22,16,16,,,,,,,,,27,32,21,,,,11,,,,,,,,,1,1,1,1,,,,0,,,0.39,4,4,4,4,
File,"Migration.java",,,,,,,7,7,7,2,,50,5,28,17,,,,1,0,0,,,,2,2,0,,,,,,,2,,,0,,,1,0,,1,,,,,,,136,,,,16,,,,65,,,21,41,55,,,,,,,,,41,56,24,,,,32,,,,,,,,,11,11,11,3,,,,3,,,0.85,14,14,14,4,
File,"MigrationExampleActivity.java",,,,,,,2,2,2,1,,17,1,14,1,,,,1,0,1,,,,4,4,1,,,,,,,4,,,0,,,3,1,,0,,,,,,,119,,,,18,,,,76,,,33,45,25,,,,,,,,,55,65,33,,,,32,,,,,,,,,3,3,3,1,,,,2,,,0.33,8,8,8,4,
File,"Mixed.java",,,,,,,3,3,3,3,,8,0,8,0,,,,1,1,2,,,,24,23,1,,,,,,,24,,,0,,,0,1,,23,,,,,,,267,,,,30,,,,220,,,37,143,18,,,,,,,,,94,164,39,,,,125,,,,,,,,,15,15,15,15,,,,3,,,0.08,78,70,80,68,
File,"MixedData.java",,,,,,,1,1,1,1,,3,0,3,0,,,,1,0,0,,,,2,2,2,,,,,,,2,,,0,,,0,0,,2,,,,,,,21,,,,7,,,,14,,,8,3,0,,,,,,,,,7,10,7,,,,3,,,,,,,,,1,1,1,1,,,,0,,,0.00,2,2,2,2,
File,"MyAdapter.java",,,,,,,1,1,1,1,,7,0,6,0,,,,2,0,0,,,,3,3,1,,,,,,,3,,,0,,,0,0,,3,,,,,,,59,,,,9,,,,35,,,18,12,15,,,,,,,,,21,27,17,,,,10,,,,,,,,,2,2,2,1,,,,1,,,0.43,4,4,4,3,
File,"NonLatinFieldNames.java",,,,,,,1,1,1,1,,1,0,1,0,,,,1,0,0,,,,8,8,4,,,,,,,8,,,0,,,0,0,,8,,,,,,,43,,,,12,,,,16,,,15,8,15,,,,,,,,,14,23,15,,,,8,,,,,,,,,1,1,1,1,,,,0,,,0.94,8,8,8,8,
File,"NotificationsTest.java",,,,,,,2,2,2,1,,20,1,19,0,,,,7,0,0,,,,11,11,0,,,,,,,11,,,0,,,0,1,,10,,,,,,,196,,,,21,,,,158,,,51,116,17,,,,,,,,,99,121,53,,,,68,,,,,,,,,4,4,4,1,,,,1,,,0.11,19,19,19,11,
File,"OutOfMemoryError.java",,,,,,,1,1,1,1,,3,0,3,0,,,,1,0,0,,,,4,4,0,,,,,,,4,,,0,,,0,0,,4,,,,,,,44,,,,7,,,,16,,,7,4,21,,,,,,,,,5,10,6,,,,4,,,,,,,,,1,1,1,1,,,,0,,,1.31,4,4,4,4,
File,"Owner.java",,,,,,,1,1,1,1,,3,0,3,0,,,,1,0,0,,,,6,6,3,,,,,,,6,,,0,,,0,0,,6,,,,,,,50,,,,9,,,,26,,,13,6,15,,,,,,,,,12,19,13,,,,6,,,,,,,,,1,1,1,1,,,,0,,,0.58,6,6,6,6,
File,"Person.java",,,,,,,1,1,1,1,,3,0,3,0,,,,1,0,0,,,,6,6,3,,,,,,,6,,,0,,,0,0,,6,,,,,,,53,,,,11,,,,27,,,14,6,15,,,,,,,,,13,20,14,,,,6,,,,,,,,,1,1,1,1,,,,0,,,0.56,6,6,6,6,
File,"Person.java",,,,,,,1,1,1,1,,3,0,3,0,,,,1,0,0,,,,4,4,2,,,,,,,4,,,0,,,0,0,,4,,,,,,,69,,,,10,,,,18,,,10,4,41,,,,,,,,,9,14,10,,,,4,,,,,,,,,1,1,1,1,,,,0,,,2.28,4,4,4,4,
File,"Person.java",,,,,,,1,1,1,1,,3,0,3,0,,,,1,0,0,,,,10,10,5,,,,,,,10,,,0,,,0,0,,10,,,,,,,84,,,,19,,,,41,,,21,10,24,,,,,,,,,19,30,20,,,,10,,,,,,,,,1,1,1,1,,,,0,,,0.59,10,10,10,10,
File,"Person.java",,,,,,,1,1,1,1,,3,0,3,0,,,,1,0,0,,,,4,4,2,,,,,,,4,,,0,,,0,0,,4,,,,,,,39,,,,7,,,,17,,,9,4,15,,,,,,,,,8,13,9,,,,4,,,,,,,,,1,1,1,1,,,,0,,,0.88,4,4,4,4,
File,"Person.java",,,,,,,1,1,1,1,,3,0,3,0,,,,1,0,0,,,,8,8,4,,,,,,,8,,,0,,,0,0,,8,,,,,,,61,,,,14,,,,32,,,16,8,15,,,,,,,,,15,24,16,,,,8,,,,,,,,,1,1,1,1,,,,0,,,0.47,8,8,8,8,
File,"Person.java",,,,,,,1,1,1,1,,3,0,3,0,,,,1,0,0,,,,4,4,2,,,,,,,4,,,0,,,0,0,,4,,,,,,,41,,,,8,,,,18,,,9,4,15,,,,,,,,,8,13,9,,,,4,,,,,,,,,1,1,1,1,,,,0,,,0.83,4,4,4,4,
File,"Pet.java",,,,,,,1,1,1,1,,3,0,3,0,,,,1,0,0,,,,4,4,2,,,,,,,4,,,0,,,0,0,,4,,,,,,,41,,,,8,,,,18,,,9,4,15,,,,,,,,,8,13,9,,,,4,,,,,,,,,1,1,1,1,,,,0,,,0.83,4,4,4,4,
File,"PhoneData.java",,,,,,,1,1,1,1,,4,0,4,0,,,,1,0,0,,,,1,1,2,,,,,,,1,,,0,,,0,0,,1,,,,,,,13,,,,4,,,,9,,,5,2,0,,,,,,,,,5,7,5,,,,2,,,,,,,,,1,1,1,1,,,,0,,,0.00,1,1,1,1,
File,"PivotTest.java",,,,,,,3,3,3,1,,16,3,12,0,,,,1,0,0,,,,3,3,4,,,,,,,3,,,0,,,0,0,,3,,,,,,,67,,,,19,,,,48,,,20,32,0,,,,,,,,,43,52,20,,,,32,,,,,,,,,3,3,3,1,,,,1,,,0.00,9,9,9,3,
File,"ReadTransaction.java",,,,,,,1,1,1,1,,2,0,2,0,,,,1,0,0,,,,4,4,1,,,,,,,4,,,1,,,0,1,,2,,,,,,,38,,,,7,,,,16,,,8,4,17,,,,,,,,,6,11,7,,,,4,,,,,,,,,1,1,1,1,,,,0,,,1.06,4,4,4,4,
File,"Realm.java",,,,,,,2,2,3,1,,10,0,10,0,,,,4,18,13,,,,49,31,13,,,,,,,49,,,7,,,2,4,,36,,,,,,,1069,,,,92,,,,586,,,188,354,399,,,,,,,,,291,410,168,,,,242,,,,,,,,,25,25,25,4,,,,5,,,0.68,119,119,128,52,
File,"RealmAnnotationTest.java",,,,,,,1,1,1,1,,8,0,8,0,,,,1,0,0,,,,5,5,1,,,,,,,5,,,0,,,0,2,,3,,,,,,,79,,,,11,,,,51,,,20,31,17,,,,,,,,,37,43,18,,,,25,,,,,,,,,1,1,1,1,,,,0,,,0.33,5,5,5,5,
File,"RealmBaseAdapter.java",,,,,,,2,2,2,1,,6,0,5,0,,,,2,0,0,,,,6,6,3,,,,,,,6,,,0,,,0,0,,6,,,,,,,74,,,,10,,,,44,,,16,18,21,,,,,,,,,19,29,14,,,,15,,,,,,,,,4,4,4,1,,,,0,,,0.48,9,9,9,6,
File,"RealmChangeListener.java",,,,,,,1,1,1,1,,1,0,1,0,,,,1,0,0,,,,1,1,0,,,,,,,1,,,0,,,0,0,,1,,,,,,,34,,,,4,,,,4,,,3,0,26,,,,,,,,,2,3,3,,,,0,,,,,,,,,1,1,1,1,,,,0,,,6.50,1,1,1,1,
File,"RealmClass.java",,,,,,,0,0,0,0,,0,0,0,0,,,,1,0,0,,,,0,0,0,,,,,,,0,,,0,,,0,0,,0,,,,,,,25,,,,5,,,,5,,,4,0,15,,,,,,,,,2,3,3,,,,0,,,,,,,,,0,0,0,0,,,,0,,,3.00,0,0,0,0,
File,"RealmExampleActivity.java",,,,,,,1,1,1,1,,8,1,6,1,,,,1,0,1,,,,10,10,1,,,,,,,10,,,0,,,4,1,,5,,,,,,,146,,,,27,,,,90,,,44,44,29,,,,,,,,,57,70,38,,,,32,,,,,,,,,2,2,2,1,,,,1,,,0.32,12,12,12,10,
File,"RealmException.java",,,,,,,1,1,1,1,,3,0,3,0,,,,1,0,0,,,,1,1,0,,,,,,,1,,,0,,,0,0,,1,,,,,,,26,,,,2,,,,6,,,3,1,18,,,,,,,,,2,4,3,,,,1,,,,,,,,,1,1,1,1,,,,0,,,3.00,1,1,1,1,
File,"RealmIOException.java",,,,,,,1,1,1,1,,2,0,2,0,,,,1,0,0,,,,4,4,0,,,,,,,4,,,0,,,0,0,,4,,,,,,,21,,,,6,,,,15,,,7,3,0,,,,,,,,,4,9,6,,,,3,,,,,,,,,1,1,1,1,,,,0,,,0.00,4,4,4,4,
File,"RealmLinkTests.java",,,,,,,2,2,2,1,,22,4,18,0,,,,1,0,0,,,,19,19,1,,,,,,,19,,,0,,,0,2,,17,,,,,,,487,,,,112,,,,360,,,128,301,15,,,,,,,,,287,319,128,,,,191,,,,,,,,,5,5,5,1,,,,1,,,0.04,30,30,30,19,
File,"RealmList.java",,,,,,,1,1,1,1,,4,0,4,0,,,,1,0,0,,,,13,13,3,,,,,,,13,,,1,,,0,0,,12,,,,,,,159,,,,19,,,,78,,,31,31,62,,,,,,,,,36,54,24,,,,30,,,,,,,,,3,3,3,1,,,,2,,,0.79,17,17,17,13,
File,"RealmListTest.java",,,,,,,0,0,0,0,,0,0,0,0,,,,0,0,0,,,,0,0,0,,,,,,,0,,,0,,,0,0,,0,,,,,,,195,,,,72,,,,0,,,0,0,123,,,,,,,,,0,0,0,,,,0,,,,,,,,,0,0,0,0,,,,0,,,0.00,0,0,0,0,
File,"RealmMigration.java",,,,,,,1,1,1,1,,1,0,1,0,,,,1,0,0,,,,1,1,0,,,,,,,1,,,0,,,0,0,,1,,,,,,,34,,,,3,,,,4,,,3,0,27,,,,,,,,,2,3,3,,,,0,,,,,,,,,1,1,1,1,,,,0,,,6.75,1,1,1,1,
File,"RealmMigrationNeededException.java",,,,,,,1,1,1,1,,3,0,3,0,,,,1,0,0,,,,2,2,0,,,,,,,2,,,0,,,0,0,,2,,,,,,,26,,,,2,,,,9,,,4,2,15,,,,,,,,,3,6,4,,,,2,,,,,,,,,1,1,1,1,,,,0,,,1.67,2,2,2,2,
File,"RealmObject.java",,,,,,,3,3,3,1,,9,0,9,0,,,,1,0,0,,,,1,1,2,,,,,,,1,,,0,,,0,0,,1,,,,,,,55,,,,6,,,,17,,,8,5,32,,,,,,,,,8,12,7,,,,5,,,,,,,,,3,3,3,1,,,,1,,,1.88,3,3,3,1,
File,"RealmObjectTest.java",,,,,,,2,2,2,1,,16,1,14,0,,,,2,0,3,,,,22,22,1,,,,,,,22,,,0,,,3,2,,17,,,,,,,425,,,,71,,,,325,,,95,239,29,,,,,,,,,230,285,106,,,,179,,,,,,,,,7,7,7,1,,,,2,,,0.09,46,46,46,22,
File,"RealmProcessor.java",,,,,,,9,9,9,3,,38,4,33,2,,,,1,1,0,,,,6,5,2,,,,,,,6,,,0,,,4,0,,2,,,,,,,275,,,,38,,,,216,,,59,149,30,,,,,,,,,114,172,63,,,,109,,,,,,,,,46,46,49,10,,,,6,,,0.14,51,51,54,15,
File,"RealmProcessorTest.java",,,,,,,1,1,1,1,,6,0,6,0,,,,1,0,0,,,,12,12,6,,,,,,,12,,,0,,,0,0,,12,,,,,,,131,,,,18,,,,98,,,37,54,15,,,,,,,,,24,37,25,,,,12,,,,,,,,,1,1,1,1,,,,0,,,0.15,12,12,12,12,
