Kind,Name,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgEssentialStrictModified,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclFileCode,CountDeclFileHeader,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariableInternal,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariableProtectedInternal,CountDeclInstanceVariablePublic,CountDeclLibunit,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodDefault,CountDeclMethodFriend,CountDeclMethodInternal,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodProtectedInternal,CountDeclMethodPublic,CountDeclMethodStrictPrivate,CountDeclMethodStrictPublished,CountDeclModule,CountDeclProgunit,CountDeclSubprogram,CountInput,CountLine,CountLine_Html,CountLine_Javascript,CountLine_Php,CountLineBlank,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode,CountLineCode_Javascript,CountLineCode_Php,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountLineInactive,CountLinePreprocessor,CountOutput,CountPackageCoupled,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtEmpty,CountStmtExe,CountStmtExe_Javascript,CountStmtExe_Php,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,EssentialStrictModified,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxEssentialStrictModified,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,SumEssentialStrictModified
Function,"Java_io_realm_internal_TableView_nativeSumFloat",,,,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,11,,,,0,,,,11,,,2,7,0,,,,0,0,7,,5,7,8,0,,,0,8,,,5,5,6,5,,10,,,,,10,,,1,10,,0.00,,,,,
Function,"Java_io_realm_internal_TableView_nativeSumInt",,,,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,11,,,,0,,,,11,,,2,7,0,,,,0,0,7,,5,7,8,0,,,0,8,,,5,5,6,5,,10,,,,,10,,,1,10,,0.00,,,,,
Function,"Java_io_realm_internal_TableView_nativeSync",,,,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,,,,0,,,,15,,,3,9,0,,,,0,0,6,,9,9,11,1,,,0,10,,,6,6,6,6,,8,,,,,8,,,2,8,,0.00,,,,,
Function,"Java_io_realm_internal_TableView_nativeToJson",,,,1,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,16,,,,1,,,,14,,,3,10,2,,,,0,0,9,,5,11,12,1,,,0,11,,,5,5,5,5,,10,,,,,10,,,1,10,,0.14,,,,,
Function,"Java_io_realm_internal_TableView_nativeToString",,,,1,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15,,,,1,,,,14,,,3,10,1,,,,0,0,9,,5,11,12,1,,,0,11,,,5,5,5,5,,10,,,,,10,,,1,10,,0.07,,,,,
Function,"Java_io_realm_internal_TableView_nativeWhere",,,,1,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,13,,,,1,,,,12,,,4,8,0,,,,0,0,8,,5,9,10,2,,,0,8,,,5,5,5,5,,10,,,,,10,,,1,10,,0.00,,,,,
Function,"Java_io_realm_internal_Table_createNative",,,,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,,,,0,,,,8,,,1,5,0,,,,0,0,6,,8,8,9,0,,,1,8,,,5,5,5,4,,7,,,,,6,,,1,6,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeAddColumn",,,,0,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15,,,,0,,,,15,,,3,9,1,,,,0,0,8,,6,10,12,1,,,0,11,,,6,6,6,6,,8,,,,,8,,,1,8,,0.07,,,,,
Function,"Java_io_realm_internal_Table_nativeAddColumnLink",,,,0,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,19,,,,0,,,,19,,,3,12,1,,,,0,0,9,,7,12,15,1,,,0,14,,,7,7,7,7,,9,,,,,9,,,1,9,,0.05,,,,,
Function,"Java_io_realm_internal_Table_nativeAddEmptyRow",,,,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,15,,,,0,,,,15,,,3,10,0,,,,0,0,7,,6,10,12,1,,,0,11,,,6,6,6,6,,8,,,,,8,,,1,8,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeAddInt",,,,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,14,,,,0,,,,14,,,3,9,0,,,,0,0,7,,6,9,11,1,,,0,10,,,6,6,6,3,,8,,,,,2,,,1,2,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeAverageDouble",,,,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10,,,,0,,,,10,,,2,6,0,,,,0,0,6,,5,7,8,0,,,0,8,,,5,5,5,5,,7,,,,,7,,,1,7,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeAverageFloat",,,,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10,,,,0,,,,10,,,2,6,0,,,,0,0,6,,5,7,8,0,,,0,8,,,5,5,5,5,,7,,,,,7,,,1,7,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeAverageInt",,,,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10,,,,0,,,,10,,,2,6,0,,,,0,0,6,,5,7,8,0,,,0,8,,,5,5,5,5,,7,,,,,7,,,1,7,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeClear",,,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,,,,0,,,,9,,,2,5,0,,,,0,0,6,,5,6,7,0,,,0,7,,,5,5,5,1,,7,,,,,0,,,1,0,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeClearSubtable",,,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,9,,,,0,,,,9,,,2,5,0,,,,0,0,6,,5,6,7,0,,,0,7,,,5,5,5,1,,7,,,,,0,,,1,0,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeClose",,,,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,,,0,,,,6,,,2,2,0,,,,0,0,3,,2,3,4,0,,,1,3,,,2,2,2,1,,1,,,,,0,,,1,0,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeCountDouble",,,,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10,,,,0,,,,10,,,2,6,0,,,,0,0,6,,5,7,8,0,,,0,8,,,5,5,5,5,,7,,,,,7,,,1,7,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeCountFloat",,,,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10,,,,0,,,,10,,,2,6,0,,,,0,0,6,,5,7,8,0,,,0,8,,,5,5,5,5,,7,,,,,7,,,1,7,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeCountLong",,,,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10,,,,0,,,,10,,,2,6,0,,,,0,0,6,,5,7,8,0,,,0,8,,,5,5,5,5,,7,,,,,7,,,1,7,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeCountString",,,,1,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,12,,,,1,,,,11,,,3,6,1,,,,0,0,7,,5,8,9,1,,,0,8,,,5,5,5,5,,7,,,,,7,,,1,7,,0.09,,,,,
Function,"Java_io_realm_internal_Table_nativeEquals",,,,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10,,,,0,,,,10,,,4,6,0,,,,0,0,4,,4,8,8,2,,,0,6,,,4,4,4,4,,6,,,,,6,,,0,6,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeFindAllBool",,,,1,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10,,,,1,,,,9,,,4,5,0,,,,0,0,3,,2,3,4,1,,,0,3,,,3,3,3,1,,1,,,,,0,,,1,0,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeFindAllDate",,,,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,12,,,,0,,,,12,,,4,8,0,,,,0,0,6,,5,8,9,1,,,0,8,,,5,5,5,5,,7,,,,,7,,,1,7,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeFindAllDouble",,,,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,11,,,,0,,,,11,,,3,7,0,,,,0,0,6,,5,8,9,1,,,0,8,,,5,5,5,5,,7,,,,,7,,,1,7,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeFindAllFloat",,,,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,11,,,,0,,,,11,,,3,7,0,,,,0,0,6,,5,8,9,1,,,0,8,,,5,5,5,5,,7,,,,,7,,,1,7,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeFindAllInt",,,,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,11,,,,0,,,,11,,,3,7,0,,,,0,0,6,,5,8,9,1,,,0,8,,,5,5,5,5,,7,,,,,7,,,1,7,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeFindAllString",,,,1,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,14,,,,1,,,,13,,,5,8,1,,,,0,0,7,,5,10,11,3,,,0,8,,,5,5,5,5,,7,,,,,7,,,1,7,,0.08,,,,,
Function,"Java_io_realm_internal_Table_nativeFindFirstBool",,,,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10,,,,0,,,,10,,,2,6,0,,,,0,0,7,,5,7,8,0,,,0,8,,,6,6,6,5,,7,,,,,7,,,1,7,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeFindFirstDate",,,,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,11,,,,0,,,,11,,,3,7,0,,,,0,0,7,,5,8,9,1,,,0,8,,,5,5,5,5,,7,,,,,7,,,1,7,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeFindFirstDouble",,,,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10,,,,0,,,,10,,,2,6,0,,,,0,0,7,,5,7,8,0,,,0,8,,,5,5,5,5,,7,,,,,7,,,1,7,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeFindFirstFloat",,,,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10,,,,0,,,,10,,,2,6,0,,,,0,0,7,,5,7,8,0,,,0,8,,,5,5,5,5,,7,,,,,7,,,1,7,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeFindFirstInt",,,,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10,,,,0,,,,10,,,2,6,0,,,,0,0,7,,5,7,8,0,,,0,8,,,5,5,5,5,,7,,,,,7,,,1,7,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeFindFirstString",,,,1,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,12,,,,1,,,,11,,,3,6,1,,,,0,0,8,,5,8,9,1,,,0,8,,,5,5,5,5,,7,,,,,7,,,1,7,,0.09,,,,,
Function,"Java_io_realm_internal_Table_nativeGetBoolean",,,,1,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,,,,1,,,,7,,,2,3,1,,,,0,0,3,,2,2,3,0,,,0,3,,,2,2,2,1,,1,,,,,0,,,1,0,,0.14,,,,,
Function,"Java_io_realm_internal_Table_nativeGetByteArray",,,,1,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,,,,1,,,,7,,,2,3,1,,,,0,0,3,,2,2,3,0,,,0,3,,,2,2,2,1,,1,,,,,0,,,1,0,,0.14,,,,,
Function,"Java_io_realm_internal_Table_nativeGetColumnCount",,,,0,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,0,,,,7,,,2,3,1,,,,0,0,3,,2,2,3,0,,,0,3,,,2,2,2,1,,1,,,,,0,,,1,0,,0.14,,,,,
Function,"Java_io_realm_internal_Table_nativeGetColumnIndex",,,,0,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,11,,,,0,,,,11,,,3,6,2,,,,0,0,8,,5,8,9,1,,,0,8,,,5,5,5,5,,7,,,,,7,,,1,7,,0.18,,,,,
Function,"Java_io_realm_internal_Table_nativeGetColumnName",,,,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10,,,,0,,,,10,,,2,6,0,,,,0,0,7,,5,8,9,0,,,1,8,,,5,5,5,5,,7,,,,,7,,,1,7,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeGetColumnType",,,,1,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,,,,1,,,,7,,,2,3,1,,,,0,0,3,,2,2,3,0,,,0,3,,,2,2,2,1,,1,,,,,0,,,1,0,,0.14,,,,,
Function,"Java_io_realm_internal_Table_nativeGetDateTime",,,,0,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,,,,0,,,,7,,,2,3,1,,,,0,0,3,,2,2,3,0,,,0,3,,,2,2,2,1,,1,,,,,0,,,1,0,,0.14,,,,,
Function,"Java_io_realm_internal_Table_nativeGetDistinctView",,,,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,20,,,,0,,,,20,,,4,14,0,,,,0,0,8,,7,13,16,2,,,0,14,,,7,7,7,7,,9,,,,,9,,,1,9,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeGetDouble",,,,1,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,,,,1,,,,7,,,2,3,1,,,,0,0,3,,2,2,3,0,,,0,3,,,2,2,2,1,,1,,,,,0,,,1,0,,0.14,,,,,
Function,"Java_io_realm_internal_Table_nativeGetFloat",,,,1,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,,,,1,,,,7,,,2,3,1,,,,0,0,3,,2,2,3,0,,,0,3,,,2,2,2,1,,1,,,,,0,,,1,0,,0.14,,,,,
Function,"Java_io_realm_internal_Table_nativeGetLink",,,,0,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,,,,0,,,,7,,,2,3,1,,,,0,0,3,,2,2,3,0,,,0,3,,,2,2,2,1,,1,,,,,0,,,1,0,,0.14,,,,,
Function,"Java_io_realm_internal_Table_nativeGetLinkTarget",,,,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10,,,,0,,,,10,,,3,6,0,,,,0,0,6,,4,8,8,1,,,0,7,,,4,4,4,4,,6,,,,,6,,,0,6,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeGetLong",,,,0,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,,,,0,,,,7,,,2,3,1,,,,0,0,3,,2,2,3,0,,,0,3,,,2,2,2,1,,1,,,,,0,,,1,0,,0.14,,,,,
Function,"Java_io_realm_internal_Table_nativeGetMixed",,,,1,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,12,,,,1,,,,11,,,3,7,1,,,,0,0,7,,5,9,10,1,,,1,8,,,5,5,5,5,,7,,,,,7,,,1,7,,0.09,,,,,
Function,"Java_io_realm_internal_Table_nativeGetMixedType",,,,1,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,9,,,,1,,,,8,,,3,4,1,,,,0,0,3,,2,3,4,1,,,0,3,,,2,2,2,1,,1,,,,,0,,,1,0,,0.13,,,,,
Function,"Java_io_realm_internal_Table_nativeGetName",,,,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,,,,0,,,,12,,,4,8,0,,,,0,0,7,,5,9,10,2,,,0,8,,,5,5,5,5,,10,,,,,10,,,1,10,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeGetRowPtr",,,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,9,,,,0,,,,9,,,3,5,0,,,,0,0,4,,4,7,7,1,,,0,6,,,4,4,4,4,,6,,,,,6,,,0,6,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeGetSortedView",,,,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,24,,,,0,,,,24,,,5,19,0,,,,0,0,7,,6,12,20,3,,,0,17,,,12,7,12,6,,8,,,,,8,,,1,8,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeGetString",,,,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10,,,,0,,,,10,,,2,6,0,,,,0,0,7,,5,7,8,0,,,0,8,,,5,5,5,5,,7,,,,,7,,,1,7,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeGetSubtable",,,,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,14,,,,0,,,,14,,,4,9,0,,,,0,0,7,,6,10,12,1,,,1,10,,,6,6,6,5,,8,,,,,7,,,1,7,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeGetSubtableDuringInsert",,,,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,14,,,,0,,,,14,,,4,9,0,,,,0,0,7,,6,10,12,1,,,1,10,,,6,6,6,5,,8,,,,,7,,,1,7,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeGetSubtableSize",,,,1,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,,,,1,,,,7,,,2,3,1,,,,0,0,3,,2,2,3,0,,,0,3,,,2,2,2,1,,1,,,,,0,,,1,0,,0.14,,,,,
Function,"Java_io_realm_internal_Table_nativeGetTableSpec",,,,1,21,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,23,,,,1,,,,21,,,6,14,3,,,,0,0,11,,13,14,18,4,,,1,13,,,8,8,8,7,,13,,,,,12,,,2,12,,0.14,,,,,
Function,"Java_io_realm_internal_Table_nativeHasIndex",,,,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10,,,,0,,,,10,,,2,6,0,,,,0,0,6,,5,7,8,0,,,0,8,,,5,5,5,5,,7,,,,,7,,,1,7,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeInsertBoolean",,,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,9,,,,0,,,,9,,,2,5,0,,,,0,0,6,,5,6,7,0,,,0,7,,,6,6,6,1,,7,,,,,0,,,1,0,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeInsertByteArray",,,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,9,,,,0,,,,9,,,2,5,0,,,,0,0,6,,5,6,7,0,,,0,7,,,5,5,5,1,,7,,,,,0,,,1,0,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeInsertDate",,,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,9,,,,0,,,,9,,,2,5,0,,,,0,0,6,,5,6,7,0,,,0,7,,,5,5,5,1,,7,,,,,0,,,1,0,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeInsertDone",,,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,,,,0,,,,9,,,2,5,0,,,,0,0,6,,5,6,7,0,,,0,7,,,5,5,5,1,,7,,,,,0,,,1,0,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeInsertDouble",,,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,9,,,,0,,,,9,,,2,5,0,,,,0,0,6,,5,6,7,0,,,0,7,,,5,5,5,1,,7,,,,,0,,,1,0,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeInsertFloat",,,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,9,,,,0,,,,9,,,2,5,0,,,,0,0,6,,5,6,7,0,,,0,7,,,5,5,5,1,,7,,,,,0,,,1,0,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeInsertLinkList",,,,1,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,,,,1,,,,7,,,2,3,0,,,,0,0,3,,2,2,3,0,,,0,3,,,2,2,2,1,,1,,,,,0,,,1,0,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeInsertLong",,,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,9,,,,0,,,,9,,,2,5,0,,,,0,0,6,,5,6,7,0,,,0,7,,,5,5,5,1,,7,,,,,0,,,1,0,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeInsertMixed",,,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,9,,,,0,,,,9,,,2,5,0,,,,0,0,6,,5,6,7,0,,,0,7,,,5,5,5,1,,7,,,,,0,,,1,0,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeInsertString",,,,0,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,,,,0,,,,10,,,3,5,1,,,,0,0,7,,5,7,8,1,,,0,7,,,5,5,5,1,,7,,,,,0,,,1,0,,0.10,,,,,
Function,"Java_io_realm_internal_Table_nativeInsertSubtable",,,,1,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,12,,,,1,,,,11,,,2,6,0,,,,0,0,7,,9,8,10,0,,,1,9,,,6,6,6,1,,8,,,,,0,,,1,0,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeIsNullLink",,,,1,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,,,,1,,,,7,,,2,3,0,,,,0,0,3,,2,2,3,0,,,0,3,,,2,2,2,1,,1,,,,,0,,,1,0,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeIsRootTable",,,,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,,,,0,,,,5,,,2,1,1,,,,0,0,2,,1,1,1,0,,,0,1,,,1,1,1,1,,0,,,,,0,,,0,0,,0.20,,,,,
Function,"Java_io_realm_internal_Table_nativeIsValid",,,,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,0,,,,5,,,2,1,1,,,,0,0,2,,1,1,1,0,,,0,1,,,1,1,1,1,,0,,,,,0,,,0,0,,0.20,,,,,
Function,"Java_io_realm_internal_Table_nativeLowerBoundInt",,,,1,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,12,,,,1,,,,11,,,3,7,0,,,,0,0,6,,5,8,9,1,,,0,8,,,5,5,5,5,,7,,,,,7,,,1,7,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeMaximumDate",,,,0,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,11,,,,0,,,,10,,,2,6,1,,,,0,0,6,,5,7,8,0,,,0,8,,,5,5,5,5,,7,,,,,7,,,1,7,,0.10,,,,,
Function,"Java_io_realm_internal_Table_nativeMaximumDouble",,,,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10,,,,0,,,,10,,,2,6,0,,,,0,0,6,,5,7,8,0,,,0,8,,,5,5,5,5,,7,,,,,7,,,1,7,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeMaximumFloat",,,,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10,,,,0,,,,10,,,2,6,0,,,,0,0,6,,5,7,8,0,,,0,8,,,5,5,5,5,,7,,,,,7,,,1,7,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeMaximumInt",,,,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10,,,,0,,,,10,,,2,6,0,,,,0,0,6,,5,7,8,0,,,0,8,,,5,5,5,5,,7,,,,,7,,,1,7,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeMinimumDate",,,,0,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,11,,,,0,,,,10,,,2,6,1,,,,0,0,6,,5,7,8,0,,,0,8,,,5,5,5,5,,7,,,,,7,,,1,7,,0.10,,,,,
Function,"Java_io_realm_internal_Table_nativeMinimumDouble",,,,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10,,,,0,,,,10,,,2,6,0,,,,0,0,6,,5,7,8,0,,,0,8,,,5,5,5,5,,7,,,,,7,,,1,7,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeMinimumFloat",,,,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10,,,,0,,,,10,,,2,6,0,,,,0,0,6,,5,7,8,0,,,0,8,,,5,5,5,5,,7,,,,,7,,,1,7,,0.00,,,,,
Function,"Java_io_realm_internal_Table_nativeMinimumInt",,,,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10,,,,0,,,,10,,,2,6,0,,,,0,0,6,,5,7,8,0,,,0,8,,,5,5,5,5,,7,,,,,7,,,1,7,,0.00,,,,,
