Kind,Name,CountDeclClassMethod,MaxInheritanceTree,CountClassDerived,PercentLackOfCohesion,CountClassCoupled,CountDeclInstanceVariable,CountLineCode,CountDeclFile,CountDeclFunction,RatioCommentToCode,CountDeclMethodAll,SumCyclomatic
Public Constructor,rx.operators.OperationOnErrorResumeNextViaObservable.UnitTest.TestObservable.TestObservable,,,,,,,4,,,0,,
Public Method,rx.operators.OperationOnErrorResumeNextViaObservable.UnitTest.TestObservable.subscribe,,,,,,,22,,,0,,
Class,rx.operators.OperationOnErrorResumeNextViaObservable.UnitTest.TestObservable.subscribe.(Anon_3),0,0,0,0,8,0,14,,,0,13,3
Public Method,rx.operators.OperationOnErrorResumeNextViaObservable.UnitTest.TestObservable.subscribe.(Anon_3).run,,,,,,,12,,,0,,
Public Method,rx.operators.OperationOnErrorResumeNextViaObservable.UnitTest.testResumeNext,,,,,,,21,,,0,,
Public Static Generic Method,rx.operators.OperationOnErrorResumeNextViaObservable.onErrorResumeNextViaObservable,,,,,,,3,,,0,,
TypeVariable,rx.operators.OperationOnErrorResumeNextViaObservable.onErrorResumeNextViaObservable.T,0,0,0,0,0,0,0,,,0,0,0
Public Generic Class,rx.operators.OperationOnErrorReturn,1,0,0,0,3,0,129,,,0.34,13,1
Private Static Generic Class,rx.operators.OperationOnErrorReturn.OnErrorReturn,0,0,0,25,5,2,39,,,0.54,14,2
Public Constructor,rx.operators.OperationOnErrorReturn.OnErrorReturn.OnErrorReturn,,,,,,,4,,,0,,
TypeVariable,rx.operators.OperationOnErrorReturn.OnErrorReturn.T,0,0,0,0,0,0,0,,,0,0,0
Public Method,rx.operators.OperationOnErrorReturn.OnErrorReturn.call,,,,,,,32,,,0.66,,
Class,rx.operators.OperationOnErrorReturn.OnErrorReturn.call.(Anon_1),0,0,0,0,7,0,19,,,0.95,15,5
Public Method,rx.operators.OperationOnErrorReturn.OnErrorReturn.call.(Anon_1).onCompleted,,,,,,,3,,,0.33,,
Public Method,rx.operators.OperationOnErrorReturn.OnErrorReturn.call.(Anon_1).onError,,,,,,,12,,,1.33,,
Public Method,rx.operators.OperationOnErrorReturn.OnErrorReturn.call.(Anon_1).onNext,,,,,,,3,,,0.33,,
Class,rx.operators.OperationOnErrorReturn.OnErrorReturn.call.(Anon_2),0,0,0,0,2,0,7,,,0.14,13,2
Public Method,rx.operators.OperationOnErrorReturn.OnErrorReturn.call.(Anon_2).unsubscribe,,,,,,,6,,,0.17,,
TypeVariable,rx.operators.OperationOnErrorReturn.T,0,0,0,0,0,0,0,,,0,0,0
Public Static Class,rx.operators.OperationOnErrorReturn.UnitTest,0,0,0,0,12,0,85,,,0.06,14,4
Private Static Class,rx.operators.OperationOnErrorReturn.UnitTest.TestObservable,0,1,0,33,7,3,31,,,0,110,2
Public Constructor,rx.operators.OperationOnErrorReturn.UnitTest.TestObservable.TestObservable,,,,,,,4,,,0,,
Public Method,rx.operators.OperationOnErrorReturn.UnitTest.TestObservable.subscribe,,,,,,,22,,,0,,
Class,rx.operators.OperationOnErrorReturn.UnitTest.TestObservable.subscribe.(Anon_5),0,0,0,0,8,0,14,,,0,13,3
Public Method,rx.operators.OperationOnErrorReturn.UnitTest.TestObservable.subscribe.(Anon_5).run,,,,,,,12,,,0,,
Public Method,rx.operators.OperationOnErrorReturn.UnitTest.testFunctionThrowsError,,,,,,,24,,,0.21,,
Class,rx.operators.OperationOnErrorReturn.UnitTest.testFunctionThrowsError.(Anon_4),0,0,0,0,6,0,6,,,0,13,1
Public Method,rx.operators.OperationOnErrorReturn.UnitTest.testFunctionThrowsError.(Anon_4).call,,,,,,,4,,,0,,
Public Method,rx.operators.OperationOnErrorReturn.UnitTest.testResumeNext,,,,,,,25,,,0,,
Class,rx.operators.OperationOnErrorReturn.UnitTest.testResumeNext.(Anon_3),0,0,0,0,5,0,6,,,0,13,1
Public Method,rx.operators.OperationOnErrorReturn.UnitTest.testResumeNext.(Anon_3).call,,,,,,,4,,,0,,
Public Static Generic Method,rx.operators.OperationOnErrorReturn.onErrorReturn,,,,,,,3,,,0,,
TypeVariable,rx.operators.OperationOnErrorReturn.onErrorReturn.T,0,0,0,0,0,0,0,,,0,0,0
Public Class,rx.operators.OperationScan,2,0,0,0,4,0,122,,,0.43,14,2
Private Static Generic Class,rx.operators.OperationScan.Accumulator,0,0,0,37,5,4,46,,,0.28,14,2
Private Constructor,rx.operators.OperationScan.Accumulator.Accumulator,,,,,,,5,,,0,,
TypeVariable,rx.operators.OperationScan.Accumulator.T,0,0,0,0,0,0,0,,,0,0,0
Public Method,rx.operators.OperationScan.Accumulator.call,,,,,,,36,,,0.36,,
Class,rx.operators.OperationScan.Accumulator.call.(Anon_1),0,0,0,33,5,2,33,,,0.39,15,8
Public Method,rx.operators.OperationScan.Accumulator.call.(Anon_1).onCompleted,,,,,,,6,,,0.17,,
Public Method,rx.operators.OperationScan.Accumulator.call.(Anon_1).onError,,,,,,,3,,,0,,
Public Method,rx.operators.OperationScan.Accumulator.call.(Anon_1).onNext,,,,,,,21,,,0.52,,
Public Static Class,rx.operators.OperationScan.UnitTest,0,0,0,0,6,0,67,,,0,16,4
Public Method,rx.operators.OperationScan.UnitTest.before,,,,,,,3,,,0,,
Public Method,rx.operators.OperationScan.UnitTest.testScanIntegersWithInitialValue,,,,,,,20,,,0,,
Class,rx.operators.OperationScan.UnitTest.testScanIntegersWithInitialValue.(Anon_2),0,0,0,0,2,0,5,,,0,13,1
Public Method,rx.operators.OperationScan.UnitTest.testScanIntegersWithInitialValue.(Anon_2).call,,,,,,,3,,,0,,
Public Method,rx.operators.OperationScan.UnitTest.testScanIntegersWithoutInitialValue,,,,,,,20,,,0,,
Class,rx.operators.OperationScan.UnitTest.testScanIntegersWithoutInitialValue.(Anon_3),0,0,0,0,2,0,5,,,0,13,1
Public Method,rx.operators.OperationScan.UnitTest.testScanIntegersWithoutInitialValue.(Anon_3).call,,,,,,,3,,,0,,
Public Method,rx.operators.OperationScan.UnitTest.testScanIntegersWithoutInitialValueAndOnlyOneValue,,,,,,,18,,,0,,
Class,rx.operators.OperationScan.UnitTest.testScanIntegersWithoutInitialValueAndOnlyOneValue.(Anon_4),0,0,0,0,2,0,5,,,0,13,1
Public Method,rx.operators.OperationScan.UnitTest.testScanIntegersWithoutInitialValueAndOnlyOneValue.(Anon_4).call,,,,,,,3,,,0,,
Public Static Generic Method,rx.operators.OperationScan.scan,,,,,,,3,,,3.67,,
Public Static Generic Method,rx.operators.OperationScan.scan,,,,,,,3,,,4.33,,
TypeVariable,rx.operators.OperationScan.scan.T,0,0,0,0,0,0,0,,,0,0,0
TypeVariable,rx.operators.OperationScan.scan.T,0,0,0,0,0,0,0,,,0,0,0
Public Class,rx.operators.OperationSkip,1,0,0,0,2,0,69,,,0.59,13,1
Private Static Generic Class,rx.operators.OperationSkip.Skip,0,0,0,25,4,2,31,,,0.35,14,2
Private Class,rx.operators.OperationSkip.Skip.ItemObserver,0,0,0,37,4,2,20,,,0.2,16,5
Public Constructor,rx.operators.OperationSkip.Skip.ItemObserver.ItemObserver,,,,,,,3,,,0,,
Public Method,rx.operators.OperationSkip.Skip.ItemObserver.onCompleted,,,,,,,3,,,0,,
Public Method,rx.operators.OperationSkip.Skip.ItemObserver.onError,,,,,,,3,,,0,,
Public Method,rx.operators.OperationSkip.Skip.ItemObserver.onNext,,,,,,,5,,,0.2,,
Constructor,rx.operators.OperationSkip.Skip.Skip,,,,,,,4,,,0,,
TypeVariable,rx.operators.OperationSkip.Skip.T,0,0,0,0,0,0,0,,,0,0,0
Public Method,rx.operators.OperationSkip.Skip.call,,,,,,,3,,,0,,
Public Static Class,rx.operators.OperationSkip.UnitTest,0,0,0,0,6,0,28,,,0,14,2
Public Method,rx.operators.OperationSkip.UnitTest.testSkip1,,,,,,,12,,,0,,
Public Method,rx.operators.OperationSkip.UnitTest.testSkip2,,,,,,,12,,,0,,
Public Static Generic Method,rx.operators.OperationSkip.skip,,,,,,,8,,,1.25,,
Class,rx.operators.OperationSkip.skip.(Anon_1),0,0,0,0,5,0,5,,,0,13,1
Public Method,rx.operators.OperationSkip.skip.(Anon_1).call,,,,,,,3,,,0,,
TypeVariable,rx.operators.OperationSkip.skip.T,0,0,0,0,0,0,0,,,0,0,0
Public Generic Class,rx.operators.OperationSynchronize,1,0,0,0,3,0,141,,,0.48,13,1
Private Static Generic Class,rx.operators.OperationSynchronize.Synchronize,0,0,0,25,5,2,11,,,0,14,2
Public Constructor,rx.operators.OperationSynchronize.Synchronize.Synchronize,,,,,,,3,,,0,,
TypeVariable,rx.operators.OperationSynchronize.Synchronize.T,0,0,0,0,0,0,0,,,0,0,0
Public Method,rx.operators.OperationSynchronize.Synchronize.call,,,,,,,5,,,0,,
TypeVariable,rx.operators.OperationSynchronize.T,0,0,0,0,0,0,0,,,0,0,0
Public Static Class,rx.operators.OperationSynchronize.UnitTest,0,0,0,0,9,0,125,,,0.22,19,7
Private Static Class,rx.operators.OperationSynchronize.UnitTest.TestObservable,0,1,0,19,5,1,22,,,0.32,113,5
Public Constructor,rx.operators.OperationSynchronize.UnitTest.TestObservable.TestObservable,,,,,,,2,,,0,,
Public Method,rx.operators.OperationSynchronize.UnitTest.TestObservable.sendOnCompleted,,,,,,,3,,,0,,
Public Method,rx.operators.OperationSynchronize.UnitTest.TestObservable.sendOnError,,,,,,,3,,,0,,
Public Method,rx.operators.OperationSynchronize.UnitTest.TestObservable.sendOnNext,,,,,,,3,,,0,,
Public Method,rx.operators.OperationSynchronize.UnitTest.TestObservable.subscribe,,,,,,,8,,,0.13,,
Class,rx.operators.OperationSynchronize.UnitTest.TestObservable.subscribe.(Anon_1),0,0,0,0,1,0,4,,,0.25,13,1
Public Method,rx.operators.OperationSynchronize.UnitTest.TestObservable.subscribe.(Anon_1).unsubscribe,,,,,,,2,,,0.5,,
Public Method,rx.operators.OperationSynchronize.UnitTest.testOnCompletedAfterOnError,,,,,,,14,,,0.21,,
Public Method,rx.operators.OperationSynchronize.UnitTest.testOnCompletedAfterUnSubscribe,,,,,,,12,,,0.25,,
Public Method,rx.operators.OperationSynchronize.UnitTest.testOnErrorAfterOnCompleted,,,,,,,14,,,0.21,,
Public Method,rx.operators.OperationSynchronize.UnitTest.testOnErrorAfterUnSubscribe,,,,,,,12,,,0.25,,
Public Method,rx.operators.OperationSynchronize.UnitTest.testOnNextAfterOnCompleted,,,,,,,15,,,0.2,,
Public Method,rx.operators.OperationSynchronize.UnitTest.testOnNextAfterOnError,,,,,,,14,,,0.21,,
Public Method,rx.operators.OperationSynchronize.UnitTest.testOnNextAfterUnSubscribe,,,,,,,12,,,0.25,,
Public Static Generic Method,rx.operators.OperationSynchronize.synchronize,,,,,,,3,,,3.67,,
TypeVariable,rx.operators.OperationSynchronize.synchronize.T,0,0,0,0,0,0,0,,,0,0,0
Public Class,rx.operators.OperationTake,1,0,0,0,2,0,124,,,0.35,13,1
Private Static Generic Class,rx.operators.OperationTake.Take,0,0,0,33,5,3,34,,,0.44,14,2
Private Class,rx.operators.OperationTake.Take.ItemObserver,0,0,0,37,5,2,22,,,0.18,16,5
Public Constructor,rx.operators.OperationTake.Take.ItemObserver.ItemObserver,,,,,,,3,,,0,,
Public Method,rx.operators.OperationTake.Take.ItemObserver.onCompleted,,,,,,,3,,,0,,
Public Method,rx.operators.OperationTake.Take.ItemObserver.onError,,,,,,,3,,,0,,
Public Method,rx.operators.OperationTake.Take.ItemObserver.onNext,,,,,,,7,,,0.14,,
TypeVariable,rx.operators.OperationTake.Take.T,0,0,0,0,0,0,0,,,0,0,0
Constructor,rx.operators.OperationTake.Take.Take,,,,,,,4,,,0,,
Public Method,rx.operators.OperationTake.Take.call,,,,,,,3,,,0,,
Public Static Class,rx.operators.OperationTake.UnitTest,0,0,0,0,12,0,80,,,0.01,15,4
Private Static Class,rx.operators.OperationTake.UnitTest.TestObservable,0,1,0,33,7,3,31,,,0,110,2
Public Constructor,rx.operators.OperationTake.UnitTest.TestObservable.TestObservable,,,,,,,4,,,0,,
Public Method,rx.operators.OperationTake.UnitTest.TestObservable.subscribe,,,,,,,22,,,0,,
Class,rx.operators.OperationTake.UnitTest.TestObservable.subscribe.(Anon_2),0,0,0,0,8,0,14,,,0,13,3
Public Method,rx.operators.OperationTake.UnitTest.TestObservable.subscribe.(Anon_2).run,,,,,,,12,,,0,,
Public Method,rx.operators.OperationTake.UnitTest.testTake1,,,,,,,12,,,0,,
Public Method,rx.operators.OperationTake.UnitTest.testTake2,,,,,,,12,,,0,,
Public Method,rx.operators.OperationTake.UnitTest.testUnsubscribeAfterTake,,,,,,,19,,,0.05,,
Public Static Generic Method,rx.operators.OperationTake.take,,,,,,,8,,,1,,
Class,rx.operators.OperationTake.take.(Anon_1),0,0,0,0,5,0,5,,,0,13,1
Public Method,rx.operators.OperationTake.take.(Anon_1).call,,,,,,,3,,,0,,
TypeVariable,rx.operators.OperationTake.take.T,0,0,0,0,0,0,0,,,0,0,0
Public Class,rx.operators.OperationToObservableFuture,2,0,0,0,5,0,67,,,0.03,14,2
Private Static Generic Class,rx.operators.OperationToObservableFuture.ToObservableFuture,0,0,0,0,8,3,28,,,0.07,15,6
TypeVariable,rx.operators.OperationToObservableFuture.ToObservableFuture.T,0,0,0,0,0,0,0,,,0,0,0
Public Constructor,rx.operators.OperationToObservableFuture.ToObservableFuture.ToObservableFuture,,,,,,,5,,,0,,
Public Constructor,rx.operators.OperationToObservableFuture.ToObservableFuture.ToObservableFuture,,,,,,,5,,,0,,
Public Method,rx.operators.OperationToObservableFuture.ToObservableFuture.call,,,,,,,12,,,0.17,,
Public Static Class,rx.operators.OperationToObservableFuture.UnitTest,0,0,0,0,7,0,30,,,0,14,2
Public Method,rx.operators.OperationToObservableFuture.UnitTest.testFailure,,,,,,,13,,,0,,
Public Method,rx.operators.OperationToObservableFuture.UnitTest.testSuccess,,,,,,,13,,,0,,
Public Static Generic Method,rx.operators.OperationToObservableFuture.toObservableFuture,,,,,,,3,,,0,,
Public Static Generic Method,rx.operators.OperationToObservableFuture.toObservableFuture,,,,,,,3,,,0,,
TypeVariable,rx.operators.OperationToObservableFuture.toObservableFuture.T,0,0,0,0,0,0,0,,,0,0,0
TypeVariable,rx.operators.OperationToObservableFuture.toObservableFuture.T,0,0,0,0,0,0,0,,,0,0,0
Public Generic Class,rx.operators.OperationToObservableIterable,1,0,0,0,3,0,31,,,0.68,13,1
TypeVariable,rx.operators.OperationToObservableIterable.T,0,0,0,0,0,0,0,,,0,0,0
Private Static Generic Class,rx.operators.OperationToObservableIterable.ToObservableIterable,0,0,0,0,4,1,12,,,0,14,3
TypeVariable,rx.operators.OperationToObservableIterable.ToObservableIterable.T,0,0,0,0,0,0,0,,,0,0,0
Public Constructor,rx.operators.OperationToObservableIterable.ToObservableIterable.ToObservableIterable,,,,,,,3,,,0,,
Public Method,rx.operators.OperationToObservableIterable.ToObservableIterable.call,,,,,,,7,,,0,,
Public Static Class,rx.operators.OperationToObservableIterable.UnitTest,0,0,0,0,8,0,14,,,0,13,1
Public Method,rx.operators.OperationToObservableIterable.UnitTest.testIterable,,,,,,,11,,,0,,
Public Static Generic Method,rx.operators.OperationToObservableIterable.toObservableIterable,,,,,,,3,,,0,,
TypeVariable,rx.operators.OperationToObservableIterable.toObservableIterable.T,0,0,0,0,0,0,0,,,0,0,0
Public Generic Class,rx.operators.OperationToObservableList,1,0,0,0,3,0,46,,,0.43,13,1
TypeVariable,rx.operators.OperationToObservableList.T,0,0,0,0,0,0,0,,,0,0,0
Private Static Generic Class,rx.operators.OperationToObservableList.ToObservableList,0,0,0,50,4,2,28,,,0.18,14,2
TypeVariable,rx.operators.OperationToObservableList.ToObservableList.T,0,0,0,0,0,0,0,,,0,0,0
Public Constructor,rx.operators.OperationToObservableList.ToObservableList.ToObservableList,,,,,,,3,,,0,,
Public Method,rx.operators.OperationToObservableList.ToObservableList.call,,,,,,,22,,,0.23,,
Class,rx.operators.OperationToObservableList.ToObservableList.call.(Anon_1),0,0,0,0,4,0,19,,,0.26,15,5
Public Method,rx.operators.OperationToObservableList.ToObservableList.call.(Anon_1).onCompleted,,,,,,,12,,,0.33,,
Public Method,rx.operators.OperationToObservableList.ToObservableList.call.(Anon_1).onError,,,,,,,3,,,0,,
Public Method,rx.operators.OperationToObservableList.ToObservableList.call.(Anon_1).onNext,,,,,,,3,,,0.33,,
Public Static Class,rx.operators.OperationToObservableList.UnitTest,0,0,0,0,7,0,13,,,0,13,1
Public Method,rx.operators.OperationToObservableList.UnitTest.testList,,,,,,,10,,,0,,
Public Static Generic Method,rx.operators.OperationToObservableList.toObservableList,,,,,,,3,,,0,,
TypeVariable,rx.operators.OperationToObservableList.toObservableList.T,0,0,0,0,0,0,0,,,0,0,0
Public Generic Class,rx.operators.OperationToObservableSortedList,2,0,0,0,4,0,88,,,0.47,14,2
TypeVariable,rx.operators.OperationToObservableSortedList.T,0,0,0,0,0,0,0,,,0,0,0
Private Static Generic Class,rx.operators.OperationToObservableSortedList.ToObservableSortedList,0,0,0,66,7,3,51,,,0.12,15,3
Private Static Class,rx.operators.OperationToObservableSortedList.ToObservableSortedList.DefaultComparableFunction,0,0,0,0,4,0,9,,,0.11,13,1
Public Method,rx.operators.OperationToObservableSortedList.ToObservableSortedList.DefaultComparableFunction.call,,,,,,,5,,,0,,
TypeVariable,rx.operators.OperationToObservableSortedList.ToObservableSortedList.T,0,0,0,0,0,0,0,,,0,0,0
Private Constructor,rx.operators.OperationToObservableSortedList.ToObservableSortedList.ToObservableSortedList,,,,,,,3,,,0,,
Private Constructor,rx.operators.OperationToObservableSortedList.ToObservableSortedList.ToObservableSortedList,,,,,,,4,,,0,,
Public Method,rx.operators.OperationToObservableSortedList.ToObservableSortedList.call,,,,,,,28,,,0.11,,
Class,rx.operators.OperationToObservableSortedList.ToObservableSortedList.call.(Anon_1),0,0,0,0,5,0,25,,,0.12,15,5
Public Method,rx.operators.OperationToObservableSortedList.ToObservableSortedList.call.(Anon_1).onCompleted,,,,,,,18,,,0.11,,
Class,rx.operators.OperationToObservableSortedList.ToObservableSortedList.call.(Anon_1).onCompleted.(Anon_2),0,0,0,0,3,0,5,,,0,13,1
Public Method,rx.operators.OperationToObservableSortedList.ToObservableSortedList.call.(Anon_1).onCompleted.(Anon_2).compare,,,,,,,3,,,0,,
Public Method,rx.operators.OperationToObservableSortedList.ToObservableSortedList.call.(Anon_1).onError,,,,,,,3,,,0,,
Public Method,rx.operators.OperationToObservableSortedList.ToObservableSortedList.call.(Anon_1).onNext,,,,,,,3,,,0.33,,
Public Static Class,rx.operators.OperationToObservableSortedList.UnitTest,0,0,0,0,7,0,29,,,0,14,2
Public Method,rx.operators.OperationToObservableSortedList.UnitTest.testSortedList,,,,,,,10,,,0,,
Public Method,rx.operators.OperationToObservableSortedList.UnitTest.testSortedListWithCustomFunction,,,,,,,15,,,0,,
Class,rx.operators.OperationToObservableSortedList.UnitTest.testSortedListWithCustomFunction.(Anon_3),0,0,0,0,2,0,5,,,0,13,1
Public Method,rx.operators.OperationToObservableSortedList.UnitTest.testSortedListWithCustomFunction.(Anon_3).call,,,,,,,3,,,0,,
Public Static Generic Method,rx.operators.OperationToObservableSortedList.toSortedList,,,,,,,3,,,2.67,,
Public Static Generic Method,rx.operators.OperationToObservableSortedList.toSortedList,,,,,,,3,,,2.33,,
TypeVariable,rx.operators.OperationToObservableSortedList.toSortedList.T,0,0,0,0,0,0,0,,,0,0,0
TypeVariable,rx.operators.OperationToObservableSortedList.toSortedList.T,0,0,0,0,0,0,0,,,0,0,0
Public Class,rx.operators.OperationZip,3,0,0,0,8,0,495,,,0.3,15,3
Private Static Generic Class,rx.operators.OperationZip.Aggregator,0,0,0,61,15,7,80,,,0.8,19,20
Public Constructor,rx.operators.OperationZip.Aggregator.Aggregator,,,,,,,3,,,0,,
TypeVariable,rx.operators.OperationZip.Aggregator.T,0,0,0,0,0,0,0,,,0,0,0
Private Method,rx.operators.OperationZip.Aggregator.addObserver,,,,,,,4,,,1.5,,
Public Method,rx.operators.OperationZip.Aggregator.call,,,,,,,17,,,0.12,,
Class,rx.operators.OperationZip.Aggregator.call.(Anon_1),0,0,0,0,2,0,5,,,0,13,1
Public Method,rx.operators.OperationZip.Aggregator.call.(Anon_1).unsubscribe,,,,,,,3,,,0,,
Method,rx.operators.OperationZip.Aggregator.complete,,,,,,,8,,,1.13,,
Method,rx.operators.OperationZip.Aggregator.error,,,,,,,6,,,1.17,,
Method,rx.operators.OperationZip.Aggregator.next,,,,,,,22,,,0.82,,
Private Method,rx.operators.OperationZip.Aggregator.stop,,,,,,,9,,,0.22,,
Public Static Class,rx.operators.OperationZip.UnitTest,1,0,0,0,16,0,359,,,0.19,31,21
Private Static Class,rx.operators.OperationZip.UnitTest.TestObservable,0,1,0,0,3,1,7,,,0.14,109,1
Public Method,rx.operators.OperationZip.UnitTest.TestObservable.subscribe,,,,,,,4,,,0.25,,
Private Method,rx.operators.OperationZip.UnitTest.getConcat3StringsZipr,,,,,,,18,,,0,,
Class,rx.operators.OperationZip.UnitTest.getConcat3StringsZipr.(Anon_3),0,0,0,0,2,0,14,,,0,13,4
Public Method,rx.operators.OperationZip.UnitTest.getConcat3StringsZipr.(Anon_3).call,,,,,,,12,,,0,,
Private Method,rx.operators.OperationZip.UnitTest.getConcatStringIntegerIntArrayZipr,,,,,,,9,,,0,,
Class,rx.operators.OperationZip.UnitTest.getConcatStringIntegerIntArrayZipr.(Anon_6),0,0,0,0,4,0,5,,,0,13,1
Public Method,rx.operators.OperationZip.UnitTest.getConcatStringIntegerIntArrayZipr.(Anon_6).call,,,,,,,3,,,0,,
Private Method,rx.operators.OperationZip.UnitTest.getConcatStringIntegerZipr,,,,,,,9,,,0,,
Class,rx.operators.OperationZip.UnitTest.getConcatStringIntegerZipr.(Anon_5),0,0,0,0,4,0,5,,,0,13,1
Public Method,rx.operators.OperationZip.UnitTest.getConcatStringIntegerZipr.(Anon_5).call,,,,,,,3,,,0,,
Private Method,rx.operators.OperationZip.UnitTest.getConcatZipr,,,,,,,16,,,0,,
Class,rx.operators.OperationZip.UnitTest.getConcatZipr.(Anon_4),0,0,0,0,5,0,12,,,0,13,3
Public Method,rx.operators.OperationZip.UnitTest.getConcatZipr.(Anon_4).call,,,,,,,10,,,0,,
Private Method,rx.operators.OperationZip.UnitTest.getDivideZipr,,,,,,,9,,,0,,
Class,rx.operators.OperationZip.UnitTest.getDivideZipr.(Anon_2),0,0,0,0,2,0,5,,,0,13,1
Public Method,rx.operators.OperationZip.UnitTest.getDivideZipr.(Anon_2).call,,,,,,,3,,,0,,
Private Static Method,rx.operators.OperationZip.UnitTest.getStringValue,,,,,,,11,,,0,,
Public Method,rx.operators.OperationZip.UnitTest.testAggregate3Types,,,,,,,18,,,0.28,,
Public Method,rx.operators.OperationZip.UnitTest.testAggregateMultipleTypes,,,,,,,22,,,0.23,,
Public Method,rx.operators.OperationZip.UnitTest.testAggregatorDifferentSizedResultsWithOnComplete,,,,,,,22,,,0.23,,
Public Method,rx.operators.OperationZip.UnitTest.testAggregatorEarlyCompletion,,,,,,,22,,,0.23,,
Public Method,rx.operators.OperationZip.UnitTest.testAggregatorError,,,,,,,21,,,0.29,,
Public Method,rx.operators.OperationZip.UnitTest.testAggregatorSimple,,,,,,,25,,,0.32,,
Public Method,rx.operators.OperationZip.UnitTest.testAggregatorUnsubscribe,,,,,,,21,,,0.29,,
Public Method,rx.operators.OperationZip.UnitTest.testAggregatorsWithDifferentSizesAndTiming,,,,,,,30,,,0.17,,
Public Method,rx.operators.OperationZip.UnitTest.testOnNextExceptionInvokesOnError,,,,,,,8,,,0,,
Public Method,rx.operators.OperationZip.UnitTest.testZip2Types,,,,,,,11,,,0.09,,
Public Method,rx.operators.OperationZip.UnitTest.testZip3Types,,,,,,,10,,,0.1,,
Public Method,rx.operators.OperationZip.UnitTest.testZippingDifferentLengthObservableSequences1,,,,,,,21,,,0.24,,
Public Method,rx.operators.OperationZip.UnitTest.testZippingDifferentLengthObservableSequences2,,,,,,,22,,,0.23,,
Private Static Generic Class,rx.operators.OperationZip.ZipObserver,0,0,0,60,6,4,31,,,0.03,17,7
TypeVariable,rx.operators.OperationZip.ZipObserver.R,0,0,0,0,0,0,0,,,0,0,0
TypeVariable,rx.operators.OperationZip.ZipObserver.T,0,0,0,0,0,0,0,,,0,0,0
Public Constructor,rx.operators.OperationZip.ZipObserver.ZipObserver,,,,,,,4,,,0,,
Public Method,rx.operators.OperationZip.ZipObserver.onCompleted,,,,,,,3,,,0,,
Public Method,rx.operators.OperationZip.ZipObserver.onError,,,,,,,3,,,0,,
Public Method,rx.operators.OperationZip.ZipObserver.onNext,,,,,,,7,,,0,,
Public Method,rx.operators.OperationZip.ZipObserver.startWatching,,,,,,,5,,,0.2,,
Public Static Generic Method,rx.operators.OperationZip.zip,,,,,,,6,,,0,,
Public Static Generic Method,rx.operators.OperationZip.zip,,,,,,,7,,,0,,
Public Static Generic Method,rx.operators.OperationZip.zip,,,,,,,8,,,0,,
TypeVariable,rx.operators.OperationZip.zip.R,0,0,0,0,0,0,0,,,0,0,0
TypeVariable,rx.operators.OperationZip.zip.R,0,0,0,0,0,0,0,,,0,0,0
TypeVariable,rx.operators.OperationZip.zip.R,0,0,0,0,0,0,0,,,0,0,0
TypeVariable,rx.operators.OperationZip.zip.T0,0,0,0,0,0,0,0,,,0,0,0
TypeVariable,rx.operators.OperationZip.zip.T0,0,0,0,0,0,0,0,,,0,0,0
TypeVariable,rx.operators.OperationZip.zip.T0,0,0,0,0,0,0,0,,,0,0,0
TypeVariable,rx.operators.OperationZip.zip.T1,0,0,0,0,0,0,0,,,0,0,0
TypeVariable,rx.operators.OperationZip.zip.T1,0,0,0,0,0,0,0,,,0,0,0
TypeVariable,rx.operators.OperationZip.zip.T1,0,0,0,0,0,0,0,,,0,0,0
TypeVariable,rx.operators.OperationZip.zip.T2,0,0,0,0,0,0,0,,,0,0,0
TypeVariable,rx.operators.OperationZip.zip.T2,0,0,0,0,0,0,0,,,0,0,0
TypeVariable,rx.operators.OperationZip.zip.T3,0,0,0,0,0,0,0,,,0,0,0
Package,rx.performance,2,,,,,4,205,2,,0.32,,37
Public Class,rx.performance.PerformanceTest,1,0,0,0,10,0,133,,,0.49,17,8
Private Static Class,rx.performance.PerformanceTest.MathFunction,0,0,0,0,2,0,5,,,0,13,1
Public Method,rx.performance.PerformanceTest.MathFunction.call,,,,,,,3,,,0,,
Private Static Class,rx.performance.PerformanceTest.TestObserver,0,0,0,37,7,2,20,,,0,16,4
Private Constructor,rx.performance.PerformanceTest.TestObserver.TestObserver,,,,,,,4,,,0,,
Public Method,rx.performance.PerformanceTest.TestObserver.onCompleted,,,,,,,4,,,0,,
Public Method,rx.performance.PerformanceTest.TestObserver.onError,,,,,,,3,,,0,,
Public Method,rx.performance.PerformanceTest.TestObserver.onNext,,,,,,,3,,,0,,
Private Static Class,rx.performance.PerformanceTest.TestStringObserver,0,0,0,37,7,2,20,,,0.05,16,4
Private Constructor,rx.performance.PerformanceTest.TestStringObserver.TestStringObserver,,,,,,,4,,,0,,
Public Method,rx.performance.PerformanceTest.TestStringObserver.onCompleted,,,,,,,4,,,0,,
Public Method,rx.performance.PerformanceTest.TestStringObserver.onError,,,,,,,3,,,0,,
Public Method,rx.performance.PerformanceTest.TestStringObserver.onNext,,,,,,,3,,,0.33,,
Public Static Method,rx.performance.PerformanceTest.main,,,,,,,13,,,0.08,,
Public Method,rx.performance.PerformanceTest.runCompositionTest,,,,,,,13,,,0.08,,
Public Method,rx.performance.PerformanceTest.runCompositionTestWithMultipleOperations,,,,,,,23,,,0.17,,
