Kind,Name,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclFileCode,CountDeclFileHeader,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodFriend,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Public Function,"ShellBrowserMainParts::ShellBrowserMainParts",,,,0,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,13,0,9,8,0,0,2,2,1,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ShellBrowserMainParts::ToolkitInitialized",,,,1,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,0,2,1,0,0,4,2,0,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ShellBrowserMainParts::print_job_manager",,,,0,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,0,4,1,2,4,0,0,3,1,2,2,0,0,2,1,1,1,1,0,,,,,0,,0,0,,1.00,,,,
Public Function,"ShellBrowserMainParts::~ShellBrowserMainParts",,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ShellContentBrowserClient::AllowCertificateError",,,,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,20,0,20,12,7,0,0,0,4,2,5,6,1,0,5,2,2,2,1,1,,,,,0,,1,0,,0.00,,,,
Public Function,"ShellContentBrowserClient::AppendExtraCommandLineSwitches",,,,11,63,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,84,10,51,11,36,11,8,5,25,393,22,36,7,0,29,15,15,17,9,13,,,,,13,,4,13,,0.22,,,,
Public Function,"ShellContentBrowserClient::BrowserURLHandlerCreated",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,2,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ShellContentBrowserClient::CreateAccessTokenStore",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,0,0,3,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ShellContentBrowserClient::CreateBrowserMainParts",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,5,2,2,0,0,0,2,1,2,2,0,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ShellContentBrowserClient::CreateQuotaPermissionContext",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,2,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ShellContentBrowserClient::CreateRequestContext",,,,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,0,8,6,3,0,0,0,4,1,2,2,1,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ShellContentBrowserClient::CreateRequestContextForStoragePartition",,,,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,12,0,12,9,4,0,0,0,3,1,2,2,1,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ShellContentBrowserClient::GetAdditionalAllowedSchemesForFileSystem",,,,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,6,2,3,0,0,0,2,1,2,2,0,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ShellContentBrowserClient::GetApplicationLocale",,,,1,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,1,9,3,5,0,0,0,5,2,5,6,2,0,4,2,2,2,1,0,,,,,0,,1,0,,0.00,,,,
Public Function,"ShellContentBrowserClient::GetDefaultDownloadName",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ShellContentBrowserClient::GetMediaObserver",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ShellContentBrowserClient::GetUserAgentManifest",,,,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,17,0,17,4,12,0,0,0,9,2,13,14,3,0,11,2,2,2,1,1,,,,,0,,1,0,,0.00,,,,
Public Function,"ShellContentBrowserClient::IsHandledURL",,,,0,15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,17,0,15,7,12,2,0,0,6,4,7,10,2,0,8,4,4,4,4,4,,,,,4,,2,4,,0.13,,,,
Public Function,"ShellContentBrowserClient::IsSuitableHost",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,2,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ShellContentBrowserClient::OverrideCreateWebContentsView",,,,1,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,19,1,18,6,11,0,0,0,15,4,10,12,2,0,10,3,3,3,1,0,,,,,0,,1,0,,0.00,,,,
Public Function,"ShellContentBrowserClient::OverrideWebkitPrefs",,,,5,22,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,31,5,22,8,15,4,0,0,17,2,15,16,4,0,12,2,2,2,1,0,,,,,0,,1,0,,0.18,,,,
Public Function,"ShellContentBrowserClient::RenderProcessWillLaunch",,,,1,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,16,1,10,3,7,2,1,2,3,2,4,5,1,0,4,2,2,2,1,0,,,,,0,,1,0,,0.20,,,,
Public Function,"ShellContentBrowserClient::ResourceDispatcherHostCreated",,,,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,6,1,4,0,0,0,5,1,2,2,0,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ShellContentBrowserClient::ShellBrowserContextForBrowserContext",,,,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,8,3,4,0,0,0,4,2,3,4,0,0,4,2,2,2,1,1,,,,,0,,1,0,,0.00,,,,
Public Function,"ShellContentBrowserClient::ShellContentBrowserClient",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,3,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ShellContentBrowserClient::ShellContentBrowserClient",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,3,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ShellContentBrowserClient::ShouldTryToUseExistingProcessHost",,,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,9,4,6,0,0,0,2,2,3,4,1,0,3,2,2,2,1,1,,,,,0,,1,0,,0.00,,,,
Public Function,"ShellContentBrowserClient::browser_context",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ShellContentBrowserClient::off_the_record_browser_context",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,2,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ShellContentBrowserClient::print_job_manager",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ShellContentBrowserClient::~ShellContentBrowserClient",,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ShellContentClient::AddAdditionalSchemes",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,5,3,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ShellContentClient::CanHandleWhileSwappedOut",,,,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,18,0,18,2,14,0,0,0,2,2,3,13,0,0,13,10,2,10,1,1,,,,,0,,1,0,,0.00,,,,
Public Const Function,"ShellContentClient::GetDataResource",,,,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,0,6,3,2,0,0,0,3,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"ShellContentClient::GetDataResourceBytes",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,2,1,0,0,0,3,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"ShellContentClient::GetLocalizedString",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"ShellContentClient::GetNativeImageNamed",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,0,0,3,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"ShellContentClient::GetUserAgent",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ShellContentClient::~ShellContentClient",,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ShellContentRendererClient::DidCreateScriptContext",,,,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,0,10,6,3,0,0,0,4,1,4,4,1,0,3,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ShellContentRendererClient::InstallNodeSymbols",,,,15,102,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,132,15,95,48,78,15,2,5,36,60,48,56,22,0,34,9,9,13,1,1,,,,,0,,2,0,,0.16,,,,
Public Function,"ShellContentRendererClient::RenderThreadStarted",,,,13,63,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,86,3,12,4,7,4,66,4,7,2,7,8,3,0,5,2,2,2,1,0,,,,,0,,1,0,,0.33,,,,
Public Function,"ShellContentRendererClient::RenderViewCreated",,,,3,15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,26,3,12,5,10,8,1,2,4,1,6,6,2,0,4,1,1,1,1,0,,,,,0,,0,0,,0.67,,,,
Public Function,"ShellContentRendererClient::ReportException",,,,8,33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,43,8,33,15,27,2,0,0,17,5,20,23,11,0,12,4,4,4,3,3,,,,,2,,1,2,,0.06,,,,
Public Function,"ShellContentRendererClient::ShellContentRendererClient",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,2,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ShellContentRendererClient::ShellContentRendererClient",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,2,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ShellContentRendererClient::UninstallNodeSymbols",,,,2,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,2,18,8,13,0,0,0,11,3,13,15,5,0,10,3,3,3,1,0,,,,,0,,2,0,,0.00,,,,
Public Function,"ShellContentRendererClient::WillSetSecurityToken",,,,3,24,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,29,3,24,9,17,2,0,0,19,3,15,17,5,0,12,3,3,3,1,1,,,,,0,,1,0,,0.08,,,,
Public Function,"ShellContentRendererClient::goodForNode",,,,3,18,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,25,3,18,10,12,4,0,0,16,2,10,11,6,0,5,2,2,9,1,0,,,,,0,,1,0,,0.22,,,,
Public Function,"ShellContentRendererClient::willHandleNavigationPolicy",,,,1,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,11,1,10,5,4,0,0,0,4,1,4,4,0,0,4,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ShellContentRendererClient::~ShellContentRendererClient",,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"ShellCrApplication",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,5,2,2,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ShellDevToolsDelegate::BundlesFrontendResources",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ShellDevToolsDelegate::CreateNewTarget",,,,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,0,8,6,6,0,0,0,3,1,2,2,1,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ShellDevToolsDelegate::CreateSocketForTethering",,,,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,6,4,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ShellDevToolsDelegate::EnumerateTargets",,,,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,0,12,6,8,0,0,0,6,3,7,9,4,0,5,3,3,3,1,0,,,,,0,,2,0,,0.00,,,,
Public Function,"ShellDevToolsDelegate::GetDebugFrontendDir",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ShellDevToolsDelegate::GetDiscoveryPageHTML",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,1,2,0,0,0,4,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ShellDevToolsDelegate::GetPageThumbnailData",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ShellDevToolsDelegate::ShellDevToolsDelegate",,,,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,0,8,3,4,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ShellDevToolsDelegate::ShellDevToolsDelegate",,,,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,8,3,4,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ShellDevToolsDelegate::Stop",,,,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,3,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.33,,,,
Public Function,"ShellDevToolsDelegate::~ShellDevToolsDelegate",,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ShellDevToolsFrontend::Close",,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ShellDevToolsFrontend::Focus",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,0,0,3,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ShellDevToolsFrontend::InspectedContentsClosing",,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ShellDevToolsFrontend::RenderViewCreated",,,,0,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,7,3,4,1,0,0,4,1,3,3,1,0,2,1,1,1,1,0,,,,,0,,0,0,,0.14,,,,
Public Function,"ShellDevToolsFrontend::ShellDevToolsFrontend",,,,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,0,8,5,2,0,0,0,5,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ShellDevToolsFrontend::WebContentsDestroyed",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,1,2,0,0,0,4,1,2,2,0,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ShellDevToolsFrontend::~ShellDevToolsFrontend",,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,2,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ShellDownloadManagerDelegate::ChooseDownloadPath",,,,4,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,36,4,32,10,22,0,0,0,20,3,16,18,6,0,12,3,3,4,1,1,,,,,0,,1,0,,0.00,,,,
Public Function,"ShellDownloadManagerDelegate::ChooseDownloadPath",,,,6,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,36,6,30,10,21,0,0,0,25,5,19,22,6,0,16,4,4,5,1,1,,,,,0,,1,0,,0.00,,,,
Public Function,"ShellDownloadManagerDelegate::DetermineDownloadTarget",,,,3,31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,36,3,31,10,25,2,0,0,19,4,7,9,1,0,8,3,3,3,1,1,,,,,0,,1,0,,0.06,,,,
Public Function,"ShellDownloadManagerDelegate::GenerateFilename",,,,1,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,17,1,16,6,9,0,0,0,7,2,4,5,1,0,4,2,2,2,1,0,,,,,0,,1,0,,0.00,,,,
Public Function,"ShellDownloadManagerDelegate::OnDownloadPathGenerated",,,,1,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,15,1,13,4,7,1,0,0,6,2,4,5,0,0,5,2,2,2,1,1,,,,,0,,1,0,,0.08,,,,
Public Function,"ShellDownloadManagerDelegate::SetDownloadBehaviorForTesting",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,5,2,2,0,0,0,0,1,2,2,0,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ShellDownloadManagerDelegate::SetDownloadManager",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,2,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ShellDownloadManagerDelegate::ShellDownloadManagerDelegate",,,,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,5,3,1,1,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.20,,,,
Public Function,"ShellDownloadManagerDelegate::ShellDownloadManagerDelegate",,,,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,5,3,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.20,,,,
Public Function,"ShellDownloadManagerDelegate::Shutdown",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ShellDownloadManagerDelegate::~ShellDownloadManagerDelegate",,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ShellJavaScriptDialog::Cancel",,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ShellJavaScriptDialog::OnResponse",,,,2,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,17,2,15,1,12,0,0,0,7,3,7,11,0,0,11,4,2,4,1,3,,,,,0,,1,0,,0.00,,,,
Public Function,"ShellJavaScriptDialog::ShellJavaScriptDialog",,,,9,58,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,67,9,58,18,45,0,0,0,24,16,26,32,5,0,27,6,4,6,1,6,,,,,0,,1,0,,0.00,,,,
Public Function,"ShellJavaScriptDialog::~ShellJavaScriptDialog",,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ShellJavaScriptDialogCreator::CancelActiveAndPendingDialogs",,,,0,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,0,3,2,0,1,4,3,0,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.33,,,,
Public Function,"ShellJavaScriptDialogCreator::DialogClosed",,,,0,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,0,2,1,0,1,2,3,0,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.50,,,,
Public Function,"ShellJavaScriptDialogCreator::RunBeforeUnloadDialog",,,,4,32,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,38,1,14,5,7,1,19,3,4,2,6,7,0,0,7,2,2,2,1,1,,,,,0,,1,0,,0.07,,,,
Public Function,"ShellJavaScriptDialogCreator::RunJavaScriptDialog",,,,4,34,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,40,1,18,9,7,1,17,3,5,2,6,7,0,0,7,2,2,2,1,1,,,,,0,,1,0,,0.06,,,,
Public Function,"ShellJavaScriptDialogCreator::ShellJavaScriptDialogCreator",,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ShellJavaScriptDialogCreator::ShellJavaScriptDialogCreator",,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,2,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ShellJavaScriptDialogCreator::WebContentsDestroyed",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,2,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ShellJavaScriptDialogCreator::~ShellJavaScriptDialogCreator",,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ShellLoginDialog::Accept",,,,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,1,5,1,3,0,0,0,6,1,3,3,0,0,3,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ShellLoginDialog::Cancel",,,,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,1,5,1,3,0,0,0,4,1,3,3,0,0,3,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ShellLoginDialog::DeleteDelegate",,,,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,2,5,1,3,1,0,0,3,1,3,3,0,0,3,1,1,1,1,0,,,,,0,,0,0,,0.20,,,,
Public Function,"ShellLoginDialog::GetContentsView",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"ShellLoginDialog::GetDialogButtonLabel",,,,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,0,6,2,3,0,0,0,3,2,2,3,0,0,3,2,2,2,1,1,,,,,0,,1,0,,0.00,,,,
Public Function,"ShellLoginDialog::GetInitiallyFocusedView",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"ShellLoginDialog::GetModalType",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ShellLoginDialog::GetWidget",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"ShellLoginDialog::GetWidget",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
